Region,Fecha,Comuna,Poblacion,Poblacion_region,Nuevos_región_por_100.000,Cuarentena,Activos_Por_100.000,Activos_5_por_100.000
Metropolitana,2020-04-27,Lo Espejo,103865,8125072,4.455345134172349,Sin,38.51152938911087,60.65565878784962
Metropolitana,2020-04-28,Lo Espejo,103865,8125072,5.439951793657952,Sin,42.60337938670389,66.43238819621625
Metropolitana,2020-04-29,Lo Espejo,103865,8125072,7.2491665304627455,Sin,46.69522938429692,72.20911760458287
Metropolitana,2020-04-30,Lo Espejo,103865,8125072,9.058381267267539,Sin,50.78707938188995,79.18933230635922
Metropolitana,2020-05-01,Lo Espejo,103865,8125072,10.966056670020894,Sin,54.87892937948299,86.16954700813555
Metropolitana,2020-05-02,Lo Espejo,103865,8125072,14.09218281388768,Sin,60.65565878784962,93.14976170991191
Metropolitana,2020-05-03,Lo Espejo,103865,8125072,12.246045327352176,Sin,66.43238819621625,100.12997641168826
Metropolitana,2020-05-04,Lo Espejo,103865,8125072,10.732212588393063,Sin,72.20911760458287,104.30205876217525
Metropolitana,2020-05-05,Lo Espejo,103865,8125072,14.51064064416906,Sin,79.18933230635922,108.47414111266227
Metropolitana,2020-05-06,Lo Espejo,103865,8125072,10.769135338123773,Sin,86.16954700813555,112.64622346314928
Metropolitana,2020-05-07,Lo Espejo,103865,8125072,15.335248721488252,Sin,93.14976170991191,141.04847638761854
Metropolitana,2020-05-08,Lo Espejo,103865,8125072,14.166028313349102,Sin,100.12997641168826,169.45072931208782
Metropolitana,2020-05-09,Lo Espejo,103865,8125072,12.036816412211486,Total,104.30205876217525,197.85298223655707
Metropolitana,2020-04-13,Lo Prado,104403,8125072,2.510746981688285,Sin,17.24088388264705,27.457703961252708
Metropolitana,2020-04-14,Lo Prado,104403,8125072,3.4830460579303173,Sin,15.32523011790849,30.011908980904124
Metropolitana,2020-04-15,Lo Prado,104403,8125072,3.0522806444053665,Sin,13.409576353169927,32.566114000555544
Metropolitana,2020-04-16,Lo Prado,104403,8125072,4.283038968762369,Sin,19.156537647385612,32.566114000555544
Metropolitana,2020-04-17,Lo Prado,104403,8125072,2.867666895751816,Sin,24.903498941601296,32.566114000555544
Metropolitana,2020-04-18,Lo Prado,104403,8125072,3.409200558468897,Sin,27.457703961252708,32.566114000555544
Metropolitana,2020-04-19,Lo Prado,104403,8125072,2.326133233034735,Sin,30.011908980904124,32.566114000555544
Metropolitana,2020-04-20,Lo Prado,104403,8125072,3.2245868098153467,Sin,32.566114000555544,37.035972784945514
Metropolitana,2020-04-21,Lo Prado,104403,8125072,1.7845995703176538,Sin,32.566114000555544,41.505831569335484
Metropolitana,2020-04-22,Lo Prado,104403,8125072,3.630737056853158,Sin,32.566114000555544,45.97569035372547
Metropolitana,2020-04-23,Lo Prado,104403,8125072,4.319961718493079,Sin,32.566114000555544,57.23015622156451
Metropolitana,2020-04-24,Lo Prado,104403,8125072,4.024579720647398,Sin,32.566114000555544,68.48462208940356
Metropolitana,2020-04-25,Lo Prado,104403,8125072,4.972263630402291,Sin,37.035972784945514,79.73908795724262
Metropolitana,2020-04-26,Lo Prado,104403,8125072,4.073810053621679,Sin,41.505831569335484,90.99355382508166
Metropolitana,2020-04-27,Lo Prado,104403,8125072,4.455345134172349,Sin,45.97569035372547,98.33689325657949
Metropolitana,2020-04-28,Lo Prado,104403,8125072,5.439951793657952,Sin,57.23015622156451,105.68023268807728
Metropolitana,2020-04-29,Lo Prado,104403,8125072,7.2491665304627455,Sin,68.48462208940356,113.02357211957512
Metropolitana,2020-04-30,Lo Prado,104403,8125072,9.058381267267539,Sin,79.73908795724262,115.17868260490597
Metropolitana,2020-05-01,Lo Prado,104403,8125072,10.966056670020894,Sin,90.99355382508166,117.33379309023687
Metropolitana,2020-05-02,Lo Prado,104403,8125072,14.09218281388768,Sin,98.33689325657949,119.48890357556775
Metropolitana,2020-05-03,Lo Prado,104403,8125072,12.246045327352176,Sin,105.68023268807728,121.64401406089863
Metropolitana,2020-05-04,Lo Prado,104403,8125072,10.732212588393063,Sin,113.02357211957512,125.15604596291934
Metropolitana,2020-05-05,Lo Prado,104403,8125072,14.51064064416906,Sin,115.17868260490597,128.66807786494002
Metropolitana,2020-05-06,Lo Prado,104403,8125072,10.769135338123773,Sin,117.33379309023687,132.18010976696073
Metropolitana,2020-05-07,Lo Prado,104403,8125072,15.335248721488252,Sin,119.48890357556775,130.26445600222218
Metropolitana,2020-05-08,Lo Prado,104403,8125072,14.166028313349102,Sin,121.64401406089863,128.3488022374836
Metropolitana,2020-05-09,Lo Prado,104403,8125072,12.036816412211486,Total,125.15604596291934,126.43314847274503
Metropolitana,2020-04-13,Macul,134635,8125072,2.510746981688285,Sin,11.141233705945705,10.39848479221599
Metropolitana,2020-04-14,Macul,134635,8125072,3.4830460579303173,Sin,8.912986964756564,11.141233705945705
Metropolitana,2020-04-15,Macul,134635,8125072,3.0522806444053665,Sin,6.684740223567423,11.88398261967542
Metropolitana,2020-04-16,Macul,134635,8125072,4.283038968762369,Sin,8.17023805102685,14.854978274594274
Metropolitana,2020-04-17,Macul,134635,8125072,2.867666895751816,Sin,9.655735878486277,17.82597392951313
Metropolitana,2020-04-18,Macul,134635,8125072,3.409200558468897,Sin,10.39848479221599,20.79696958443198
Metropolitana,2020-04-19,Macul,134635,8125072,2.326133233034735,Sin,11.141233705945705,23.76796523935084
Metropolitana,2020-04-20,Macul,134635,8125072,3.2245868098153467,Sin,11.88398261967542,26.98654386551293
Metropolitana,2020-04-21,Macul,134635,8125072,1.7845995703176538,Sin,14.854978274594274,30.205122491675024
Metropolitana,2020-04-22,Macul,134635,8125072,3.630737056853158,Sin,17.82597392951313,33.42370111783711
Metropolitana,2020-04-23,Macul,134635,8125072,4.319961718493079,Sin,20.79696958443198,36.5803840011884
Metropolitana,2020-04-24,Macul,134635,8125072,4.024579720647398,Sin,23.76796523935084,39.73706688453968
Metropolitana,2020-04-25,Macul,134635,8125072,4.972263630402291,Sin,26.98654386551293,42.89374976789097
Metropolitana,2020-04-26,Macul,134635,8125072,4.073810053621679,Sin,30.205122491675024,46.05043265124225
Metropolitana,2020-04-27,Macul,134635,8125072,4.455345134172349,Sin,33.42370111783711,52.73517287480967
Metropolitana,2020-04-28,Macul,134635,8125072,5.439951793657952,Sin,36.5803840011884,59.419913098377094
Metropolitana,2020-04-29,Macul,134635,8125072,7.2491665304627455,Sin,39.73706688453968,66.10465332194451
Metropolitana,2020-04-30,Macul,134635,8125072,9.058381267267539,Sin,42.89374976789097,76.68882534259293
Metropolitana,2020-05-01,Macul,134635,8125072,10.966056670020894,Sin,46.05043265124225,87.27299736324136
Metropolitana,2020-05-02,Macul,134635,8125072,14.09218281388768,Sin,52.73517287480967,97.85716938388977
Metropolitana,2020-05-03,Macul,134635,8125072,12.246045327352176,Sin,59.419913098377094,108.44134140453819
Metropolitana,2020-05-04,Macul,134635,8125072,10.732212588393063,Sin,66.10465332194451,116.85916242680828
Metropolitana,2020-05-05,Macul,134635,8125072,14.51064064416906,Sin,76.68882534259293,125.27698344907837
Metropolitana,2020-05-06,Macul,134635,8125072,10.769135338123773,Sin,87.27299736324136,133.69480447134845
Metropolitana,2020-05-07,Macul,134635,8125072,15.335248721488252,Sin,97.85716938388977,147.62134660378058
Metropolitana,2020-05-08,Macul,134635,8125072,14.166028313349102,Sin,108.44134140453819,161.5478887362127
Metropolitana,2020-05-09,Macul,134635,8125072,12.036816412211486,Total,116.85916242680828,175.47443086864484
Metropolitana,2020-04-13,Maipu,578605,8125072,2.510746981688285,Sin,13.99918770145436,17.974265690756216
Metropolitana,2020-04-14,Maipu,578605,8125072,3.4830460579303173,Sin,13.99918770145436,18.319924646347683
Metropolitana,2020-04-15,Maipu,578605,8125072,3.0522806444053665,Sin,13.99918770145436,18.665583601939147
Metropolitana,2020-04-16,Maipu,578605,8125072,4.283038968762369,Sin,15.813897218309554,18.44954675469448
Metropolitana,2020-04-17,Maipu,578605,8125072,2.867666895751816,Sin,17.62860673516475,18.233509907449815
Metropolitana,2020-04-18,Maipu,578605,8125072,3.409200558468897,Sin,17.974265690756216,18.01747306020515
Metropolitana,2020-04-19,Maipu,578605,8125072,2.326133233034735,Sin,18.319924646347683,17.801436212960482
Metropolitana,2020-04-20,Maipu,578605,8125072,3.2245868098153467,Sin,18.665583601939147,18.665583601939147
Metropolitana,2020-04-21,Maipu,578605,8125072,1.7845995703176538,Sin,18.44954675469448,19.529730990917813
Metropolitana,2020-04-22,Maipu,578605,8125072,3.630737056853158,Sin,18.233509907449815,20.393878379896474
Metropolitana,2020-04-23,Maipu,578605,8125072,4.319961718493079,Sin,18.01747306020515,21.51726998556874
Metropolitana,2020-04-24,Maipu,578605,8125072,4.024579720647398,Sin,17.801436212960482,22.640661591241003
Metropolitana,2020-04-25,Maipu,578605,8125072,4.972263630402291,Sin,18.665583601939147,23.764053196913267
Metropolitana,2020-04-26,Maipu,578605,8125072,4.073810053621679,Sin,19.529730990917813,24.88744480258553
Metropolitana,2020-04-27,Maipu,578605,8125072,4.455345134172349,Sin,20.393878379896474,27.82554592511299
Metropolitana,2020-04-28,Maipu,578605,8125072,5.439951793657952,Sin,21.51726998556874,30.763647047640443
Metropolitana,2020-04-29,Maipu,578605,8125072,7.2491665304627455,Sin,22.640661591241003,33.7017481701679
Metropolitana,2020-04-30,Maipu,578605,8125072,9.058381267267539,Sin,23.764053196913267,36.51022718434856
Metropolitana,2020-05-01,Maipu,578605,8125072,10.966056670020894,Sin,24.88744480258553,39.31870619852922
Metropolitana,2020-05-02,Maipu,578605,8125072,14.09218281388768,Sin,27.82554592511299,42.127185212709875
Metropolitana,2020-05-03,Maipu,578605,8125072,12.246045327352176,Sin,30.763647047640443,44.93566422689054
Metropolitana,2020-05-04,Maipu,578605,8125072,10.732212588393063,Sin,33.7017481701679,48.56508326060093
Metropolitana,2020-05-05,Maipu,578605,8125072,14.51064064416906,Sin,36.51022718434856,52.19450229431131
Metropolitana,2020-05-06,Maipu,578605,8125072,10.769135338123773,Sin,39.31870619852922,55.823921328021704
Metropolitana,2020-05-07,Maipu,578605,8125072,15.335248721488252,Sin,42.127185212709875,64.72463943450195
Metropolitana,2020-05-08,Maipu,578605,8125072,14.166028313349102,Sin,44.93566422689054,73.6253575409822
Metropolitana,2020-05-09,Maipu,578605,8125072,12.036816412211486,Sin,48.56508326060093,82.52607564746243
Metropolitana,2020-04-13,Maria Pinto,14926,8125072,2.510746981688285,Sin,0,4.466479074545536
Metropolitana,2020-04-14,Maria Pinto,14926,8125072,3.4830460579303173,Sin,0,2.233239537272768
Metropolitana,2020-04-15,Maria Pinto,14926,8125072,3.0522806444053665,Sin,0,0
Metropolitana,2020-04-16,Maria Pinto,14926,8125072,4.283038968762369,Sin,3.3498593059091517,0
Metropolitana,2020-04-17,Maria Pinto,14926,8125072,2.867666895751816,Sin,6.699718611818303,0
Metropolitana,2020-04-18,Maria Pinto,14926,8125072,3.409200558468897,Sin,4.466479074545536,0
Metropolitana,2020-04-19,Maria Pinto,14926,8125072,2.326133233034735,Sin,2.233239537272768,0
Metropolitana,2020-04-20,Maria Pinto,14926,8125072,3.2245868098153467,Sin,0,0
Metropolitana,2020-04-21,Maria Pinto,14926,8125072,1.7845995703176538,Sin,0,0
Metropolitana,2020-04-22,Maria Pinto,14926,8125072,3.630737056853158,Sin,0,0
Metropolitana,2020-04-23,Maria Pinto,14926,8125072,4.319961718493079,Sin,0,3.3498593059091517
Metropolitana,2020-04-24,Maria Pinto,14926,8125072,4.024579720647398,Sin,0,6.699718611818303
Metropolitana,2020-04-25,Maria Pinto,14926,8125072,4.972263630402291,Sin,0,10.049577917727456
Metropolitana,2020-04-26,Maria Pinto,14926,8125072,4.073810053621679,Sin,0,13.399437223636607
Metropolitana,2020-04-27,Maria Pinto,14926,8125072,4.455345134172349,Sin,0,13.399437223636607
Metropolitana,2020-04-28,Maria Pinto,14926,8125072,5.439951793657952,Sin,3.3498593059091517,13.399437223636607
Metropolitana,2020-04-29,Maria Pinto,14926,8125072,7.2491665304627455,Sin,6.699718611818303,13.399437223636607
Metropolitana,2020-04-30,Maria Pinto,14926,8125072,9.058381267267539,Sin,10.049577917727456,10.049577917727456
Metropolitana,2020-05-01,Maria Pinto,14926,8125072,10.966056670020894,Sin,13.399437223636607,6.699718611818303
Metropolitana,2020-05-02,Maria Pinto,14926,8125072,14.09218281388768,Sin,13.399437223636607,3.3498593059091517
Metropolitana,2020-05-03,Maria Pinto,14926,8125072,12.246045327352176,Sin,13.399437223636607,0
Metropolitana,2020-05-04,Maria Pinto,14926,8125072,10.732212588393063,Sin,13.399437223636607,0
Metropolitana,2020-05-05,Maria Pinto,14926,8125072,14.51064064416906,Sin,10.049577917727456,0
Metropolitana,2020-05-06,Maria Pinto,14926,8125072,10.769135338123773,Sin,6.699718611818303,0
Metropolitana,2020-05-07,Maria Pinto,14926,8125072,15.335248721488252,Sin,3.3498593059091517,0
Metropolitana,2020-05-08,Maria Pinto,14926,8125072,14.166028313349102,Sin,0,0
Metropolitana,2020-05-09,Maria Pinto,14926,8125072,12.036816412211486,Sin,0,0
Metropolitana,2020-04-13,Melipilla,141612,8125072,2.510746981688285,Sin,3.5307742281727537,10.12155278742856
Metropolitana,2020-04-14,Melipilla,141612,8125072,3.4830460579303173,Sin,4.236929073807304,11.769247427242512
Metropolitana,2020-04-15,Melipilla,141612,8125072,3.0522806444053665,Sin,4.943083919441855,13.416942067056464
Metropolitana,2020-04-16,Melipilla,141612,8125072,4.283038968762369,Sin,6.708471033528232,13.5934807784651
Metropolitana,2020-04-17,Melipilla,141612,8125072,2.867666895751816,Sin,8.473858147614608,13.770019489873741
Metropolitana,2020-04-18,Melipilla,141612,8125072,3.409200558468897,Sin,10.12155278742856,13.946558201282379
Metropolitana,2020-04-19,Melipilla,141612,8125072,2.326133233034735,Sin,11.769247427242512,14.123096912691015
Metropolitana,2020-04-20,Melipilla,141612,8125072,3.2245868098153467,Sin,13.416942067056464,15.064636706870415
Metropolitana,2020-04-21,Melipilla,141612,8125072,1.7845995703176538,Sin,13.5934807784651,16.00617650104982
Metropolitana,2020-04-22,Melipilla,141612,8125072,3.630737056853158,Sin,13.770019489873741,16.947716295229217
Metropolitana,2020-04-23,Melipilla,141612,8125072,4.319961718493079,Sin,13.946558201282379,19.06618083213287
Metropolitana,2020-04-24,Melipilla,141612,8125072,4.024579720647398,Sin,14.123096912691015,21.18464536903652
Metropolitana,2020-04-25,Melipilla,141612,8125072,4.972263630402291,Sin,15.064636706870415,23.303109905940175
Metropolitana,2020-04-26,Melipilla,141612,8125072,4.073810053621679,Sin,16.00617650104982,25.42157444284383
Metropolitana,2020-04-27,Melipilla,141612,8125072,4.455345134172349,Sin,16.947716295229217,31.776968053554782
Metropolitana,2020-04-28,Melipilla,141612,8125072,5.439951793657952,Sin,19.06618083213287,38.13236166426574
Metropolitana,2020-04-29,Melipilla,141612,8125072,7.2491665304627455,Sin,21.18464536903652,44.48775527497669
Metropolitana,2020-04-30,Melipilla,141612,8125072,9.058381267267539,Sin,23.303109905940175,43.95813914075078
Metropolitana,2020-05-01,Melipilla,141612,8125072,10.966056670020894,Sin,25.42157444284383,43.42852300652487
Metropolitana,2020-05-02,Melipilla,141612,8125072,14.09218281388768,Sin,31.776968053554782,42.89890687229896
Metropolitana,2020-05-03,Melipilla,141612,8125072,12.246045327352176,Sin,38.13236166426574,42.36929073807304
Metropolitana,2020-05-04,Melipilla,141612,8125072,10.732212588393063,Sin,44.48775527497669,40.486211149714244
Metropolitana,2020-05-05,Melipilla,141612,8125072,14.51064064416906,Sin,43.95813914075078,38.60313156135544
Metropolitana,2020-05-06,Melipilla,141612,8125072,10.769135338123773,Sin,43.42852300652487,36.72005197299664
Metropolitana,2020-05-07,Melipilla,141612,8125072,15.335248721488252,Sin,42.89890687229896,36.013897127362085
Metropolitana,2020-05-08,Melipilla,141612,8125072,14.166028313349102,Sin,42.36929073807304,35.307742281727535
Metropolitana,2020-05-09,Melipilla,141612,8125072,12.036816412211486,Sin,40.486211149714244,34.601587436092984
Metropolitana,2020-04-13,Nunoa,250192,8125072,2.510746981688285,Total,23.981582144912707,30.243439704973248
Metropolitana,2020-04-14,Nunoa,250192,8125072,3.4830460579303173,Parcial,24.780968216409796,29.310822621559975
Metropolitana,2020-04-15,Nunoa,250192,8125072,3.0522806444053665,Parcial,25.58035428790689,28.378205538146705
Metropolitana,2020-04-16,Nunoa,250192,8125072,4.283038968762369,Parcial,28.378205538146705,28.578052056020976
Metropolitana,2020-04-17,Nunoa,250192,8125072,2.867666895751816,Parcial,31.17605678838652,28.777898573895246
Metropolitana,2020-04-18,Nunoa,250192,8125072,3.409200558468897,Parcial,30.243439704973248,28.977745091769524
Metropolitana,2020-04-19,Nunoa,250192,8125072,2.326133233034735,Parcial,29.310822621559975,29.177591609643795
Metropolitana,2020-04-20,Nunoa,250192,8125072,3.2245868098153467,Parcial,28.378205538146705,30.50990172880561
Metropolitana,2020-04-21,Nunoa,250192,8125072,1.7845995703176538,Parcial,28.578052056020976,31.842211847967434
Metropolitana,2020-04-22,Nunoa,250192,8125072,3.630737056853158,Parcial,28.777898573895246,33.174521967129245
Metropolitana,2020-04-23,Nunoa,250192,8125072,4.319961718493079,Parcial,28.977745091769524,31.875519600946472
Metropolitana,2020-04-24,Nunoa,250192,8125072,4.024579720647398,Parcial,29.177591609643795,30.576517234763703
Metropolitana,2020-04-25,Nunoa,250192,8125072,4.972263630402291,Parcial,30.50990172880561,29.277514868580926
Metropolitana,2020-04-26,Nunoa,250192,8125072,4.073810053621679,Parcial,31.842211847967434,27.978512502398157
Metropolitana,2020-04-27,Nunoa,250192,8125072,4.455345134172349,Parcial,33.174521967129245,30.909594764554154
Metropolitana,2020-04-28,Nunoa,250192,8125072,5.439951793657952,Parcial,31.875519600946472,33.840677026710154
Metropolitana,2020-04-29,Nunoa,250192,8125072,7.2491665304627455,Parcial,30.576517234763703,36.77175928886615
Metropolitana,2020-04-30,Nunoa,250192,8125072,9.058381267267539,Parcial,29.277514868580926,40.069226833791646
Metropolitana,2020-05-01,Nunoa,250192,8125072,10.966056670020894,Parcial,27.978512502398157,43.36669437871714
Metropolitana,2020-05-02,Nunoa,250192,8125072,14.09218281388768,Parcial,30.909594764554154,46.66416192364264
Metropolitana,2020-05-03,Nunoa,250192,8125072,12.246045327352176,Parcial,33.840677026710154,49.96162946856814
Metropolitana,2020-05-04,Nunoa,250192,8125072,10.732212588393063,Parcial,36.77175928886615,52.22655667114323
Metropolitana,2020-05-05,Nunoa,250192,8125072,14.51064064416906,Parcial,40.069226833791646,54.491483873718316
Metropolitana,2020-05-06,Nunoa,250192,8125072,10.769135338123773,Parcial,43.36669437871714,56.75641107629341
Metropolitana,2020-05-07,Nunoa,250192,8125072,15.335248721488252,Parcial,46.66416192364264,70.84559058642962
Metropolitana,2020-05-08,Nunoa,250192,8125072,14.166028313349102,Parcial,49.96162946856814,84.93477009656584
Metropolitana,2020-05-09,Nunoa,250192,8125072,12.036816412211486,Sin,52.22655667114323,99.02394960670206
Metropolitana,2020-04-13,Padre Hurtado,74188,8125072,2.510746981688285,Sin,14.827195772901277,13.9285778472709
Metropolitana,2020-04-14,Padre Hurtado,74188,8125072,3.4830460579303173,Sin,13.479268884455706,14.377886810086087
Metropolitana,2020-04-15,Padre Hurtado,74188,8125072,3.0522806444053665,Sin,12.131341996010136,14.827195772901277
Metropolitana,2020-04-16,Padre Hurtado,74188,8125072,4.283038968762369,Sin,12.805305440232923,13.142287162344314
Metropolitana,2020-04-17,Padre Hurtado,74188,8125072,2.867666895751816,Sin,13.479268884455706,11.457378551787352
Metropolitana,2020-04-18,Padre Hurtado,74188,8125072,3.409200558468897,Sin,13.9285778472709,9.772469941230387
Metropolitana,2020-04-19,Padre Hurtado,74188,8125072,2.326133233034735,Sin,14.377886810086087,8.087561330673424
Metropolitana,2020-04-20,Padre Hurtado,74188,8125072,3.2245868098153467,Sin,14.827195772901277,9.435488219118994
Metropolitana,2020-04-21,Padre Hurtado,74188,8125072,1.7845995703176538,Sin,13.142287162344314,10.783415107564565
Metropolitana,2020-04-22,Padre Hurtado,74188,8125072,3.630737056853158,Sin,11.457378551787352,12.131341996010136
Metropolitana,2020-04-23,Padre Hurtado,74188,8125072,4.319961718493079,Sin,9.772469941230387,16.51210438345824
Metropolitana,2020-04-24,Padre Hurtado,74188,8125072,4.024579720647398,Sin,8.087561330673424,20.892866770906345
Metropolitana,2020-04-25,Padre Hurtado,74188,8125072,4.972263630402291,Sin,9.435488219118994,25.273629158354453
Metropolitana,2020-04-26,Padre Hurtado,74188,8125072,4.073810053621679,Sin,10.783415107564565,29.654391545802554
Metropolitana,2020-04-27,Padre Hurtado,74188,8125072,4.455345134172349,Sin,12.131341996010136,31.002318434248124
Metropolitana,2020-04-28,Padre Hurtado,74188,8125072,5.439951793657952,Sin,16.51210438345824,32.350245322693695
Metropolitana,2020-04-29,Padre Hurtado,74188,8125072,7.2491665304627455,Sin,20.892866770906345,33.698172211139266
Metropolitana,2020-04-30,Padre Hurtado,74188,8125072,9.058381267267539,Sin,25.273629158354453,36.394025988030414
Metropolitana,2020-05-01,Padre Hurtado,74188,8125072,10.966056670020894,Sin,29.654391545802554,39.08987976492155
Metropolitana,2020-05-02,Padre Hurtado,74188,8125072,14.09218281388768,Sin,31.002318434248124,41.78573354181269
Metropolitana,2020-05-03,Padre Hurtado,74188,8125072,12.246045327352176,Sin,32.350245322693695,44.48158731870384
Metropolitana,2020-05-04,Padre Hurtado,74188,8125072,10.732212588393063,Sin,33.698172211139266,46.278823169964596
Metropolitana,2020-05-05,Padre Hurtado,74188,8125072,14.51064064416906,Sin,36.394025988030414,48.076059021225355
Metropolitana,2020-05-06,Padre Hurtado,74188,8125072,10.769135338123773,Sin,39.08987976492155,49.87329487248611
Metropolitana,2020-05-07,Padre Hurtado,74188,8125072,15.335248721488252,Sin,41.78573354181269,51.89518520515447
Metropolitana,2020-05-08,Padre Hurtado,74188,8125072,14.166028313349102,Sin,44.48158731870384,53.917075537822825
Metropolitana,2020-05-09,Padre Hurtado,74188,8125072,12.036816412211486,Sin,46.278823169964596,55.93896587049119
Metropolitana,2020-04-13,Paine,82766,8125072,2.510746981688285,Sin,6.041127999420052,6.443869866048055
Metropolitana,2020-04-14,Paine,82766,8125072,3.4830460579303173,Sin,6.041127999420052,5.638386132792048
Metropolitana,2020-04-15,Paine,82766,8125072,3.0522806444053665,Sin,6.041127999420052,4.832902399536041
Metropolitana,2020-04-16,Paine,82766,8125072,4.283038968762369,Sin,6.645240799362057,4.832902399536041
Metropolitana,2020-04-17,Paine,82766,8125072,2.867666895751816,Sin,7.2493535993040625,4.832902399536041
Metropolitana,2020-04-18,Paine,82766,8125072,3.409200558468897,Sin,6.443869866048055,4.832902399536041
Metropolitana,2020-04-19,Paine,82766,8125072,2.326133233034735,Sin,5.638386132792048,4.832902399536041
Metropolitana,2020-04-20,Paine,82766,8125072,3.2245868098153467,Sin,4.832902399536041,4.4301605329080385
Metropolitana,2020-04-21,Paine,82766,8125072,1.7845995703176538,Sin,4.832902399536041,4.027418666280035
Metropolitana,2020-04-22,Paine,82766,8125072,3.630737056853158,Sin,4.832902399536041,3.6246767996520313
Metropolitana,2020-04-23,Paine,82766,8125072,4.319961718493079,Sin,4.832902399536041,4.832902399536041
Metropolitana,2020-04-24,Paine,82766,8125072,4.024579720647398,Sin,4.832902399536041,6.041127999420052
Metropolitana,2020-04-25,Paine,82766,8125072,4.972263630402291,Sin,4.4301605329080385,7.2493535993040625
Metropolitana,2020-04-26,Paine,82766,8125072,4.073810053621679,Sin,4.027418666280035,8.457579199188073
Metropolitana,2020-04-27,Paine,82766,8125072,4.455345134172349,Sin,3.6246767996520313,10.47128853232809
Metropolitana,2020-04-28,Paine,82766,8125072,5.439951793657952,Sin,4.832902399536041,12.484997865468106
Metropolitana,2020-04-29,Paine,82766,8125072,7.2491665304627455,Sin,6.041127999420052,14.498707198608125
Metropolitana,2020-04-30,Paine,82766,8125072,9.058381267267539,Sin,7.2493535993040625,20.23777879805717
Metropolitana,2020-05-01,Paine,82766,8125072,10.966056670020894,Sin,8.457579199188073,25.976850397506222
Metropolitana,2020-05-02,Paine,82766,8125072,14.09218281388768,Sin,10.47128853232809,31.715921996955274
Metropolitana,2020-05-03,Paine,82766,8125072,12.246045327352176,Sin,12.484997865468106,37.45499359640432
Metropolitana,2020-05-04,Paine,82766,8125072,10.732212588393063,Sin,14.498707198608125,39.06596106291634
Metropolitana,2020-05-05,Paine,82766,8125072,14.51064064416906,Sin,20.23777879805717,40.676928529428345
Metropolitana,2020-05-06,Paine,82766,8125072,10.769135338123773,Sin,25.976850397506222,42.28789599594036
Metropolitana,2020-05-07,Paine,82766,8125072,15.335248721488252,Sin,31.715921996955274,53.46398279486746
Metropolitana,2020-05-08,Paine,82766,8125072,14.166028313349102,Sin,37.45499359640432,64.64006959379455
Metropolitana,2020-05-09,Paine,82766,8125072,12.036816412211486,Sin,39.06596106291634,75.81615639272165
Metropolitana,2020-04-13,Pedro Aguirre Cerda,107803,8125072,2.510746981688285,Sin,31.539010973720583,42.05201463162744
Metropolitana,2020-04-14,Pedro Aguirre Cerda,107803,8125072,3.4830460579303173,Sin,36.177100822797144,40.50598468193526
Metropolitana,2020-04-15,Pedro Aguirre Cerda,107803,8125072,3.0522806444053665,Sin,40.815190671873694,38.95995473224307
Metropolitana,2020-04-16,Pedro Aguirre Cerda,107803,8125072,4.283038968762369,Sin,42.20661762659666,37.56852777752011
Metropolitana,2020-04-17,Pedro Aguirre Cerda,107803,8125072,2.867666895751816,Sin,43.59804458131963,36.177100822797144
Metropolitana,2020-04-18,Pedro Aguirre Cerda,107803,8125072,3.409200558468897,Sin,42.05201463162744,34.78567386807418
Metropolitana,2020-04-19,Pedro Aguirre Cerda,107803,8125072,2.326133233034735,Sin,40.50598468193526,33.3942469133512
Metropolitana,2020-04-20,Pedro Aguirre Cerda,107803,8125072,3.2245868098153467,Sin,38.95995473224307,37.10471879261245
Metropolitana,2020-04-21,Pedro Aguirre Cerda,107803,8125072,1.7845995703176538,Sin,37.56852777752011,40.815190671873694
Metropolitana,2020-04-22,Pedro Aguirre Cerda,107803,8125072,3.630737056853158,Sin,36.177100822797144,44.52566255113494
Metropolitana,2020-04-23,Pedro Aguirre Cerda,107803,8125072,4.319961718493079,Sin,34.78567386807418,52.178510802111255
Metropolitana,2020-04-24,Pedro Aguirre Cerda,107803,8125072,4.024579720647398,Total,33.3942469133512,59.831359053087574
Metropolitana,2020-04-25,Pedro Aguirre Cerda,107803,8125072,4.972263630402291,Total,37.10471879261245,67.48420730406389
Metropolitana,2020-04-26,Pedro Aguirre Cerda,107803,8125072,4.073810053621679,Total,40.815190671873694,75.13705555504022
Metropolitana,2020-04-27,Pedro Aguirre Cerda,107803,8125072,4.455345134172349,Total,44.52566255113494,84.72244124313175
Metropolitana,2020-04-28,Pedro Aguirre Cerda,107803,8125072,5.439951793657952,Total,52.178510802111255,94.3078269312233
Metropolitana,2020-04-29,Pedro Aguirre Cerda,107803,8125072,7.2491665304627455,Total,59.831359053087574,103.89321261931487
Metropolitana,2020-04-30,Pedro Aguirre Cerda,107803,8125072,9.058381267267539,Total,67.48420730406389,108.06749348348376
Metropolitana,2020-05-01,Pedro Aguirre Cerda,107803,8125072,10.966056670020894,Total,75.13705555504022,112.24177434765265
Metropolitana,2020-05-02,Pedro Aguirre Cerda,107803,8125072,14.09218281388768,Total,84.72244124313175,116.41605521182156
Metropolitana,2020-05-03,Pedro Aguirre Cerda,107803,8125072,12.246045327352176,Total,94.3078269312233,120.59033607599048
